亜,ア アシア,つぐ,Asia; rank next; come after; -ous
衝,ショウ,つく,collide; brunt; highway; opposition (astronomy); thrust; pierce; stab; prick
訟,ショウ,,sue; accuse
証,ショウ,あかし,evidence; proof; certificate
詔,ショウ,みことのり,imperial edict
詳,ショウ,くわしい つまびらか,detailed; full; minute; accurate; well-informed
鐘,ショウ,かね,bell; gong; chimes
障,ショウ,さわる,hinder; hurt; harm
丈,ジョウ,たけ だけ,length; 10feet; measure; Mr.; Ms.; height; stature; all (one has); only; thats all; merely
丞,ジョウ ショウ,すくう たすける,help
冗,ジョウ,,superfluous; uselessness
剰,ジョウ,あまつさえ あまり あまる,surplus; besides
壌,ジョウ,つち,lot; earth; soil
嬢,ジョウ,むすめ,lass; girl; Miss; daughter
条,ジョウ チョウ デキ,えだ すじ,article; clause; item; stripe; streak
浄,ジョウ セイ,きよめる きよい,clean; purify; cleanse; exorcise; Manchu Dynasty
穣,ジョウ,わら ゆたか,good crops; prosperity; 10**28
譲,ジョウ,ゆずる,defer; turnover; transfer; convey
醸,ジョウ,かもす,brew; cause
錠,ジョウ,,lock; fetters; shackles
嘱,ショク,しょくする たのむ,entrust; request; send a message
飾,ショク,かざる かざり,decorate; ornament; adorn; embellish
殖,ショク,ふえる ふやす,augment; increase; multiply; raise
織,ショク シキ,おる おり おり,weave; fabric
辱,ジョク,はずかしめる,embarrass; humiliate; shame
尻,コウ,しり,buttocks; hips; butt; rear
侵,シン,おかす,encroach; invade; raid; trespass; violate
唇,シン,くちびる,lips
娠,シン,,with child; pregnancy
審,シン,つまびらか つぶさに,hearing; judge; trial
慎,シン,つつしむ つつし つつしみ,humility; be careful; discrete; prudent
振,シン,ふる ぶる ふり ふるう,shake; wave; wag; swing
晋,シン,すすむ,advance
浸,シン,ひたす ひたる,immersed; soak; dip; steep; moisten; wet; dunk
紳,シン,,sire; good belt; gentleman
薪,シン,たきぎ まき,fuel; firewood; kindling
診,シン,みる,checkup; seeing; diagnose; examine
仁,ジン ニ ニン,,humanity; virtue; benevolence; charity; man; kernel
刃,ジン ニン,は やいば きる,blade; sword; edge
尋,ジン,たずねる ひろ,inquire; fathom; look for
甚,ジン,はなはだ はなはだしい,tremendously; very; great; exceedingly
尽,ジン サン,つくす つきる つかす さかづき ことごとく つか つき,exhaust; use up; run out of; befriend; serve
迅,ジン,,swift; fast
陣,ジン,,camp; battle array; ranks; position
須,ス シュ,すべからく すべし ひげ まつ もちいる もとめる,ought; by all means; necessarily
酢,サク,す,vinegar; sour; acid; tart
垂,スイ,たれる たらす たれ なんなんとす,droop; suspend; hang; slouch
帥,スイ,,commander; leading troops; governor
推,スイ,おす,conjecture; infer; guess; suppose; support
炊,スイ,たく,cook; boil
睡,スイ,,drowsy; sleep; die
粋,スイ,いき,chic; style; purity; essence; pith; cream; elite; choice
翠,スイ,かわせみ みどり,green
衰,スイ,おとろえる,decline; wane; weaken
遂,スイ,とげる ついに,consummate; accomplish; attain; commit (suicide)
酔,スイ,よう よい よ,drunk; feel sick; poisoned; elated; spellbound
錘,スイ,つむ おもり,weight; plumb bob; sinker
随,ズイ,まにまに したがう,follow; though; notwithstanding; while; during; both; all; obey; submit to; comply; at the mercy of (the waves)
瑞,ズイ スイ,みず- しるし,congratulations
髄,ズイ,,marrow; pith
崇,スウ,あがめる,adore; respect; revere; worship
嵩,スウ シュウ,かさ かさむ たかい,be aggravated; grow worse; grow bulky; swell
枢,スウ シュ,とぼそ からくり,hinge; pivot; door
据,キョ,すえる すわる,set; lay a foundation; install; equip; squat down; sit down
杉,サン,すぎ,cedar; cryptomeria
雀,ジャク ジャン サク シャク,すずめ,sparrow
澄,チョウ,すむ すます,lucidity; be clear; clear; clarify; settle; strain; look grave
寸,スン,,measurement; foot/10
瀬,ライ,せ,rapids; current; torrent; shallows; shoal
畝,ボウ ホ モ ム,せ うね,furrow; 30 tsubo; ridge; rib
是,ゼ シ,これ,just so; this; right; justice
征,セイ,,subjugate; attack the rebellious; collect taxes
整,セイ,ととのえる ととのう,organize; arranging; tune; tone; meter; key (music)
牲,セイ,,animal sacrifice; offering
盛,セイ ジョウ,もる さかる さかん,boom; prosper; copulate
聖,セイ ショウ,ひじり,holy; saint; sage; master; priest
製,セイ,,made in...; manufacture
誠,セイ,まこと,sincerity; admonish; warn; prohibit; truth; fidelity
誓,セイ,ちかう,vow; swear; pledge
請,セイ シン ショウ,こう うける,solicit; invite; ask
逝,セイ,ゆく,departed; die
斉,セイ サイ,そろう ひとしい ひとしく あたる はやい,adjusted; alike; equal; similar variety of
惜,セキ,おしい おしむ,pity; be sparing of; frugal; stingy; regret
斥,セキ,しりぞける,reject; retreat; recede; withdraw; repel; repulse
析,セキ,,chop; divide; tear; analyze
拙,セツ,つたない,bungling; clumsy; unskillful
摂,セツ ショウ,おさめる かねる とる,vicarious; surrogate; act in addition to
窃,セツ,ぬすむ ひそか,stealth; steal; secret; private; hushed
節,セツ セチ,ふし のっと,node; season; period; occasion; verse; clause; stanza; honor; joint; knuckle; knob; knot; tune; melody
舌,ゼツ,した,tongue; reed; clapper
仙,セン セント,,hermit; wizard; cent
宣,セン,のたむう のたまわく,proclaim; say; announce
扇,セン,おうぎ,fan; folding fan
栓,セン,,plug; bolt; cork; bung; stopper
染,セン,そめる そまる しみる しみ,dye; color; paint; stain; print
潜,セン,ひそむ もぐる かくれる くぐる ひそめる,submerge; conceal; hide; lower (voice); hush
旋,セン,,rotation; go around
繊,セン,,slender; fine; thin kimono
腺,セン,,gland
薦,セン,すすめる,recommend; mat; advise; encourage; offer
践,セン,ふむ,tread; step on; trample; practice; carry through
遷,セン,うつる うつす みやこがえ,transition; move; change
銭,セン ゼン,ぜに すき,coin; .01 yen; money
銑,セン,,pig iron
鮮,セン,あざやか,fresh; vivid; clear; brilliant; Korea
善,ゼン,よい いい よく よしとする,virtuous; good; goodness
漸,ゼン,,steadily; gradually advancing; finally; barely
禅,ゼン セン,しずか ゆずる,Zen; silent meditation
繕,ゼン,つくろう,darning; repair; mend; trim; tidy up; adjust
塑,ソ,でく,model; molding
措,ソ,おく,set aside; give up; suspend; discontinue; lay aside; except
疎,ソ ショ,うとい うとむ まばら,alienate; rough; neglect; shun; sparse
礎,ソ,いしずえ,cornerstone; foundation stone
租,ソ,,tariff; crop tax; borrowing
粗,ソ,あらい あら-,coarse; rough; rugged
素,ソ ス,もと,elementary; principle; naked; uncovered
訴,ソ,うったえる,accusation; sue; complain of pain; appeal to
阻,ソ,はばむ,thwart; separate from; prevent; obstruct; deter; impede
僧,ソウ,,Buddhist priest; monk
創,ソウ ショウ,つくる はじめる きず けずしける,genesis; wound; injury; hurt; start; originate
倉,ソウ,くら,godown; warehouse; storehouse; cellar; treasury
喪,ソウ,も,miss; mourning
壮,ソウ,さかん,robust; manhood; prosperity
奏,ソウ,かなでる,play music; speak to a ruler; complete
惣,ソウ,いそがしい そうじて,all
挿,ソウ,さす はさむ,insert; put in; graft; wear (sword)
操,ソウ サン,みさお あやつる,maneuver; manipulate; operate; steer; chastity; virginity; fidelity
曹,ソウ ゾウ,つかさ ともがら へや,cadet; friend
巣,ソウ,す すくう,nest; rookery; hive; cobweb; den
槽,ソウ,ふね,vat; tub; tank
聡,ソウ,さとい みみざとい,wise; fast learner
荘,ソウ ショウ チャン,ほうき おごそか,villa; inn; cottage; feudal manor
葬,ソウ,ほうむる,interment; bury; shelve
藻,ソウ,も,seaweed; duckweed
遭,ソウ,あう あわせる,encounter; meet; party; association; interview; join
霜,ソウ,しも,frost
騒,ソウ,さわぐ うれい さわがしい,boisterous; make noise; clamor; disturb; excite
促,ソク,うながす,stimulate; urge; press; demand; incite
即,ソク,つく つける すなわち,instant; namely; as is; conform; agree; adapt
俗,ゾク,,vulgar; customs; manners; worldliness; mundane things
属,ゾク ショク,さかん つく やから,belong; genus; subordinate official; affiliated
賊,ゾク,,burglar; rebel; traitor; robber
袖,シュウ,そで,sleeve; wing (building); extension; give cold shoulder
揃,セン,そろえる そろう そろい きる,be complete; uniform; all present
堕,ダ,おちる くずす くずれる,degenerate; descend to; lapse into
妥,ダ,,gentle; peace; depravity
惰,ダ,,lazy; laziness
駄,ダ タ,,burdensome; pack horse; horse load; send by horse
耐,タイ,たえる,-proof; enduring
怠,タイ,おこたる なまける,neglect; laziness
態,タイ,わざと,attitude; condition; figure; appearance; voice (of verbs)
戴,タイ,いただく,be crowned with; live under (a ruler); receive
泰,タイ,,peaceful; calm; peace; easy; Thailand
滞,タイ テイ,とどこおる,stagnate; be delayed; overdue; arrears
胎,タイ,,womb; uterus
逮,タイ,,apprehend; chase
隊,タイ,,regiment; party; company; squad
鯛,チョウ,たい,sea bream; red snapper
第,ダイ テイ,,No.; residence
鷹,ヨウ オウ,たか,hawk
滝,ロウ ソウ,たき,waterfall; rapids; cascade
卓,タク,,eminent; table; desk; high
択,タク,えらぶ,choose; select; elect; prefer
拓,タク,ひらく,clear (the land); open; break up (land)
沢,タク,さわ うるおい うるおす つや,swamp
琢,タク,みがく,polish
託,タク,かこつける かこつ かこつける,consign; requesting; entrusting with; pretend; hint
濁,ダク ジョク,にごる にごす,voiced; uncleanness; wrong; nigori; impurity
諾,ダク,,consent; assent; agreement
只,シ,ただ,only; free; in addition
但,タン,ただし,however; but
辰,シン ジン,たつ,sign of the dragon; 7-9AM; fifth sign of Chinese zodiac
奪,ダツ,うばう,rob; take by force; snatch away; dispossess; plunder; usurp
脱,ダツ,ぬぐ ぬげる,undress; removing; escape from; get rid of; be left out; take off
棚,ホウ,たな,shelf; ledge; rack; mount; mantle; trellis
誰,スイ,だれ たれ た,who; someone; somebody
丹,タン,に,rust-colored; red; read lead; pills
嘆,タン,なげく なげかわしい,sigh; lament; moan; grieve
旦,タン ダン,あきらか あきら ただし あさ あした,nightbreak; dawn; morning
淡,タン,あわい,thin; faint; pale; fleeting
端,タン,はし は はた はな,edge; origin; end; point; border; verge; cape
胆,タン,きも,gall bladder; courage; pluck; nerve
誕,タン,,nativity; be born; declension; lie; be arbitrary
鍛,タン,きたえる,forge; discipline; train
壇,ダン タン,,podium; stage; rostrum; terrace
弾,ダン タン,ひく はずむ たま はじく はじける ただす はじきゆみ,bullet; twang; flip; snap
暖,ダン ノン,あたたか あたたかい あたたまる あたためる,warmth
智,チ,,wisdom; intellect; reason
痴,チ,しれる おろか,stupid; foolish
稚,チ ジ,いとけない おさない おくて おでる,immature; young
致,チ,いたす,doth; do; send; forward; cause; exert; incur; engage
蓄,チク,たくわえる,amass; keeping a concubine; phonograph
逐,チク,,pursue; drive away; chase; accomplish; attain; commit
秩,チツ,,regularity; salary; order
窒,チツ,,plug up; obstruct
嫡,チャク テキ,,legitimate wife; direct descent (non-bastard)
宙,チュウ,,mid-air; air; space; sky; memorization; interval of time
忠,チュウ,,loyalty; fidelity; faithfulness
抽,チュウ,ひき-,pluck; pull; extract; excel
衷,チュウ,,inmost; heart; mind; inside
鋳,チュウ イ シュ シュウ,いる,casting; mint
猪,チョ,い いのしし,boar
丁,チョウ テイ チン トウ チ,ひのと,street; ward; town; counter for guns tools leaves or cakes of something; even number; 4th calendar sign
帳,チョウ,とばり,notebook; account book; album
弔,チョウ,とむらう とぶらう,condolences; mourning; funeral
張,チョウ,はる,lengthen; counter for bows & stringed instruments; stretch; spread; put up (tent)
彫,チョウ,ほる,carve; engrave; chisel
徴,チョウ チ,しるし,indications; sign; omen; symptom; collect; seek; refer to; question
懲,チョウ,こりる こらす こらしめる,penal; chastise; punish; discipline
挑,チョウ,いどむ,challenge; contend for; make love to
暢,チョウ,のびる,stretch
潮,チョウ,しお うしお,tide; salt water; opportunity
眺,チョウ,ながめる,stare; watch; look at; see; scrutinize
聴,チョウ テイ,きく ゆるす,listen; headstrong; naughty; careful inquiry
脹,チョウ,はれる ふくらむ ふくれる,dilate; distend; bulge; fill out; swell
腸,チョウ,はらわた,intestines; guts; bowels; viscera
蝶,チョウ,,butterfly
跳,チョウ,はねる とぶ,hop; leap up; spring; jerk; prance; buck; splash; sputter; snap
勅,チョク,いましめる みことのり,imperial order
朕,チン,,majestic plural; imperial we
賃,チン,,fare; fee; hire; rent; wages; charge
鎮,チン,しずめる しずまる おさえ,tranquilize; ancient peace-preservation centers
陳,チン,ひねる,exhibit; state; relate; explain
津,シン,つ,haven; port; harbor; ferry
墜,ツイ,,crash; fall (down)
塚,チョウ,つか,hillock; mound
漬,シ,つける つかる,pickling; soak; moisten; steep
辻,,つじ,crossing; crossroad; street corners; (kokuji)
蔦,チョウ,つた,vine; ivy
釣,チョウ,つる つり つり-,angling; fish; catch; allure; ensnare
鶴,カク,つる,crane; stork
亭,テイ チン,,pavilion; restaurant; mansion; arbor; cottage; vaudeville; music hall; stage name
偵,テイ,,spy
貞,テイ,さだ,upright; chastity; constancy; righteousness
呈,テイ,,display; offer; present; send; exhibit
堤,テイ,つつみ,dike; bank; embankment
帝,テイ,みかど,sovereign; the emperor; god; creator
廷,テイ,,courts; imperial court; government office
悌,テイ ダイ,,serving our elders
抵,テイ,,resist; reach; touch
提,テイ チョウ ダイ,さげる,propose; take along; carry in hand
禎,テイ,さいわい ただしい,happiness
締,テイ,しまる しまり しめる,tighten; tie; shut; lock; fasten
艇,テイ,,rowboat; small boat
訂,テイ,,revise; correct; decide
逓,テイ,かわる たがいに,relay; in turn; sending
邸,テイ,やしき,residence; mansion
摘,テキ,つむ,pinch; pick; pluck; trim; clip; summarize
敵,テキ,かたき かなう,enemy; foe; opponent
笛,テキ,ふえ,flute; clarinet; pipe; whistle; bagpipe; piccolo
哲,テツ,,philosophy; clear
徹,テツ,,penetrate; clear; pierce; strike home; sit up (all night)
撤,テツ,,remove; withdraw; disarm; dismantle; reject; exclude
迭,テツ,,transfer; alternation
典,テン デン,,code; ceremony; law; rule
展,テン,,unfold; expand
添,テン,そえる そう もえる もう,annexed; accompany; marry; suit; meet; satisfy; attach; append; garnish; imitate
吐,ト,はく つく,spit; vomit; belch; confess; tell (lies)
斗,ト トウ,,Big Dipper; 10 sho (vol); sake dipper
奴,ド,やつ やっこ,guy; slave; manservant; fellow
刀,トウ,かたな そり,sword; saber; knife
唐,トウ,から,Tang; China
悼,トウ,いたむ,lament; grieve over
搭,トウ,,board; load (a vehicle); ride
桃,トウ,もも,peach tree
棟,トウ,むね むな-,ridgepole; ridge
痘,トウ,,pox; smallpox
糖,トウ,,sugar
統,トウ,すべる ほびる,overall; relationship; ruling; governing
藤,トウ ドウ,ふじ,wistaria
討,トウ,うつ,chastise; attack; defeat; destroy; conquer
謄,トウ,,mimeograph; copy
豆,トウ ズ,まめ まめ-,beans; pea; midget
踏,トウ,ふむ ふまえる,step; trample; carry through; appraise; evade payment
透,トウ,すく すかす すける とうる とうす,transparent; permeate; filter; penetrate
陶,トウ,,pottery; porcelain
騰,トウ,,inflation; advancing; going
闘,トウ,たたかう あらそう,fight; war
洞,ドウ,ほら,den; cave; excavation
瞳,ドウ トウ,ひとみ,pupil
胴,ドウ,,trunk; torso; hull (ship); hub of wheel
峠,,とうげ,mountain peak; mountain pass; climax; crest; (kokuji)
匿,トク,かくまう,hide; shelter; shield
徳,トク,,benevolence; virtue; goodness; commanding respect
督,トク,,coach; command; urge; lead; supervise
篤,トク,あつい,fervent; kind; cordial; serious; deliberate
独,ドク トク,ひとり,single; alone; spontaneously; Germany
凸,トツ,でこ,convex; beetle brow; uneven
寅,イン,とら,sign of the tiger; 3-5AM; third sign of Chinese zodiac
酉,ユウ,とり,sign of the bird; west (sake rad); tenth sign of Chinese zodiac
屯,トン,,barracks; police station; camp
惇,シュン ジュン トン,あつい,sincere; kind; considerate
敦,トン タイ ダン チョウ,あつい,industry; kindliness
豚,トン,ぶた,pork; pig
奈,ナ ナイ ダイ,いかん からなし,Nara; what?
那,ナ ダ,なに なんぞ いかん,what?
鍋,カ,なべ,pot; pan; kettle
縄,ジョウ,なわ ただす,straw rope; cord
楠,ナン ダン ゼン ネン,くす くすのき,camphor tree
尼,ニ,あま,nun
弐,ニ ジ,ふたつ そえ,II; two; second
虹,コウ,にじ,rainbow
如,ジョ ニョ,ごとし,likeness; like; such as; as if; better; best; equal
尿,ニョウ,,urine
妊,ニン ジン,はらむ みごもる,pregnancy
忍,ニン,しのぶ しのばせる,endure; bear; put up with; conceal; secrete; spy; sneak
寧,ネイ,むしろ,rather; preferably
粘,ネン,ねばる,sticky; glutinous; greasy; persevere
乃,ナイ ダイ ノ アイ,の すなわち なんじ,from; possessive particle; whereupon; accordingly
之,シ,の これ おいて ゆく この,of; this
納,ノウ ナッ ナ ナン トウ,おさめる おさまる,settlement; obtain; reap; pay; supply; store
巴,ハ,ともえ うずまき,comma-design
把,ハ ワ,,grasp; faggot; bunch; counter for bundles
覇,ハ ハク,はたがしら,hegemony; supremacy; leadership; champion
派,ハ,,faction; group; party; clique; sect; school
婆,バ,ばば ばあ,old woman; grandma; wet nurse
俳,ハイ,,haiku; actor
廃,ハイ,すたれる すたる,abolish; obsolete; cessation; discarding; abandon
排,ハイ,,repudiate; exclude; expel; reject
肺,ハイ,,lungs
輩,ハイ,やから やかい ともがら,comrade; fellow; people; companions
培,バイ,つちかう,cultivate; foster
媒,バイ,,mediator; go-between
梅,バイ,うめ,plum
賠,バイ,,compensation; indemnify
陪,バイ,,obeisance; follow; accompany; attend on
萩,シュウ,はぎ,bush clover
伯,ハク,,chief; count; earl; uncle; Brazil
博,ハク バク,,Dr.; command; esteem; win acclaim; Ph.D.; exposition; fair
拍,ハク ヒョウ,,clap; beat (music)
舶,ハク,,liner; ship
迫,ハク,せまる,urge; force; imminent; spur on
漠,バク,,vague; obscure; desert; wide
縛,バク,しばる,truss; arrest; bind; tie; restrain
肇,チョウ ジョウ トウ,はじめる はじめ,beginning
鉢,ハチ ハツ,,bowl; rice tub; pot; crown
伐,バツ ハツ カ ボチ,きる そむく うつ,fell; strike; attack; punish
罰,バツ バチ ハツ,ばっする,penalty; punishment
閥,バツ,,clique; lineage; pedigree; faction; clan
鳩,キュウ ク,はと あつめる,pigeon; dove
隼,シュン ジュン,はやぶさ,falcon
伴,ハン バン,ともなう,consort; accompany; bring with; companion
帆,ハン,ほ,sail
搬,ハン,,conveyor; carry; transport
班,ハン,,squad; corps; unit; group
畔,ハン,あぜ,paddy-ridge; levee
繁,ハン,しげる しげく,luxuriant; thick; overgrown; frequency; complexity; trouble
藩,ハン,,clan; enclosure
範,ハン,,pattern; example; model
煩,ハン ボン,わずらう わずらわす,anxiety; trouble; worry; pain; ill; annoy; nuisance; irksome
頒,ハン,わかつ,distribute; disseminate; partition; understand
盤,バン,,tray; shallow bowl; platter; tub; board; phonograph record
蛮,バン,えびす,barbarian
卑,ヒ,いやしい いやしむ いやしめる,lowly; base; vile; vulgar
妃,ヒ,きさき,queen; princess
扉,ヒ,とびら,front door; title page; front page
批,ヒ,,criticism; strike
披,ヒ,,expose; open
斐,ヒ イ,,beautiful; patterned
泌,ヒツ ヒ,,ooze; flow; soak in; penetrate; secrete
碑,ヒ,いしぶみ,tombstone; monument
秘,ヒ,ひめる ひそか かくす,secret; conceal
緋,ヒ,あけ あか,scarlet; cardinal
罷,ヒ,まかり- やめる,quit; stop; leave; withdraw; go
肥,ヒ,こえる こえ こやす こやし ふとる,fertilizer; get fat; fertile; manure; pamper
避,ヒ,さける よける,evade; avoid; avert; ward off; shirk; shun
尾,ビ,お,tail; end; counter for fish; lower slope of mountain
微,ビ,かすか,delicate; minuteness; insignificance
彦,ゲン,ひこ,lad; boy (ancient)
姫,キ,ひめ ひめ-,princess
俵,ヒョウ,たわら,bag; bale; sack; counter for bags
標,ヒョウ,しるべ しるし,signpost; seal; mark; stamp; imprint; symbol; emblem; trademark; evidence; souvenir; target
漂,ヒョウ,ただよう,drift; float (on liquid)
票,ヒョウ,,ballot; label; ticket; sign
評,ヒョウ,,evaluate; criticism; comment
描,ビョウ,えがく かく,sketch; compose; write; draw; paint
苗,ビョウ ミョウ,なえ なわ-,seedling; sapling; shoot
彬,ヒン フン,うるわしい あきらか,refined; gentle
浜,ヒン,はま,seacoast; beach; seashore
賓,ヒン,,V.I.P.; guest
頻,ヒン,しきりに,repeatedly; recur
敏,ビン,さとい,cleverness; agile; alert
扶,フ,たすける,aid; help; assist
敷,フ,しく,spread; pave; sit; promulgate
腐,フ,くさる くされる くされ くさらす くさす,rot; decay; sour
芙,フ,,lotus; Mt Fuji
譜,フ,,musical score; music; note; staff; table; genealogy
賦,フ ブ,,levy; ode; prose; poem; tribute; installment
赴,フ,おもむく,proceed; get; become; tend
附,フ,つける つく,affixed; attach; refer to; append
侮,ブ,あなどる あなずる,scorn; despise; make light of; contempt
楓,フウ,かえで,maple
蕗,ロ ル,ふき,butterbur; bog rhubarb
伏,フク,ふせる ふす,prostrated; bend down; bow; cover; lay (pipes)
覆,フク,おおう くつがえす くつがえる,capsize; cover; shade; mantle; be ruined
噴,フン,ふく,erupt; spout; emit; flush out
墳,フン,,tomb; mound
憤,フン,いきどおる,aroused; resent; be indignant; anger
奮,フン,ふるう,stirred up; be invigorated; flourish
紛,フン,まぎれる まぎらす まぎらわす まぎらわしい,distract; be mistaken for; go astray; divert
雰,フン,,atmosphere; fog
丙,ヘイ,ひのえ,third class; 3rd; 3rd calendar sign
併,ヘイ,あわせる,join; get together; unite; collective
塀,ヘイ ベイ,,fence; wall; (kokuji)
幣,ヘイ,ぬさ,cash; bad habit; humble prefix; gift; Shinto offerings of cloth; rope; cut paper
弊,ヘイ,,abuse; evil; vice; breakage
柄,ヘイ,がら え つか,design; pattern; build; nature; handle; crank; grip; knob; shaft
陛,ヘイ,,highness; steps (of throne)
頁,ケツ,ぺえじ おおがい かしら,page; leaf
壁,ヘキ,かべ,wall; lining (stomach); fence
癖,ヘキ,くせ くせに,mannerism; habit; vice; trait; fault; kink
碧,ヘキ ヒャク,,blue; green
偏,ヘン,かたよる,partial; side; left-side radical; inclining; biased
遍,ヘン,あまねく,everywhere; times; widely; generally
弁,ベン ヘン,わきまえる わける はなびら あらそう,valve; petal; braid; speech; dialect; discrimination; dispose of; distinguish
保,ホ ホウ,たもつ,protect; guarantee; keep; preserve; sustain; support
舗,ホ,,shop; store
甫,ホ フ,はじめて,for the first time; not until
輔,ホ フ,たすける,help
穂,スイ,ほ,ear; ear (grain); head; crest (wave)
墓,ボ,はか,grave; tomb
慕,ボ,したう,pining; yearn for; love dearly; adore
簿,ボ,,register; record book
倣,ホウ,ならう,emulate; imitate
俸,ホウ,,stipend; salary
奉,ホウ ブ,たてまつる まつる ほうずる,observance; offer; present; dedicate
峰,ホウ,みね ね,summit; peak
崩,ホウ,くずれる くずす,crumble; die; demolish; level
朋,ホウ,とも,companion; friend
泡,ホウ,あわ,bubbles; foam; suds; froth
砲,ホウ,,cannon; gun
縫,ホウ,ぬう,sew; stitch; embroider
胞,ホウ,,placenta; sac; sheath
芳,ホウ,かんばしい,perfume; balmy; flavorable; fragrant
萌,ホウ,もえる きざす めばえ きざし,show symptoms of; sprout; bud; malt
褒,ホウ,ほめる,praise; extol
邦,ホウ,くに,home country; country; Japan
飽,ホウ,あきる あかす あく,sated; tired of; bored; satiate
乏,ボウ,とぼしい ともしい,destitution; scarce; limited
傍,ボウ,かたわら わき おか- はた そば,bystander; side; besides; while; nearby; 3rd person
剖,ボウ,,divide
妨,ボウ,さまたげる,disturb; prevent; hamper; obstruct
房,ボウ,ふさ,tassel; tuft; fringe; bunch; lock (hair); segment (orange); house; room
某,ボウ,それがし なにがし,so-and-so; one; a certain; that person
冒,ボウ,おかす,risk; face; defy; dare; damage; assume (a name)
紡,ボウ,つむぐ,spinning
肪,ボウ,,obese; fat
膨,ボウ,ふくらむ ふくれる,swell; get fat; thick
謀,ボウ ム,はかる たばかる はかりごと,conspire; cheat; impose on; plan; devise; scheme; have in mind; deceive
僕,ボク,しもべ,me; I (male)
墨,ボク,すみ,black ink; India ink; ink stick; Mexico
撲,ボク,,slap; strike; hit; beat; tell; speak
朴,ボク,ほう ほお,crude; simple; plain; docile
牧,ボク,まき,breed; care for; shepherd; feed; pasture
睦,ボク モク,むつまじい むつむ むつぶ,intimate; friendly; harmonious
没,ボツ モツ,おぼれる しずむ ない,drown; sink; hide; fall into; disappear; die
堀,クツ,ほり,ditch; moat; canal
奔,ホン,,bustle; run
翻,ホン ハン,ひるがえる ひるがえす,flip; turn over; wave; flutter; change (mind)
凡,ボン ハン,およそ おうよそ すべて,mediocre
盆,ボン,,basin; lantern festival; tray
摩,マ,まする さする する,chafe; rub; polish; grind; scrape
魔,マ,,witch; demon; evil spirit
麻,マ マア,あさ,hemp; flax
槙,テン シン,まき こずえ,twig; ornamental evergreen
幕,マク バク,,curtain; bunting; act of play
膜,マク,,membrane
亦,エキ ヤク,また,also; again
又,ユウ,また また- またの-,or again; furthermore; on the other hand
抹,マツ,,rub; paint; erase
迄,キツ,まで およぶ,until; up to; as far as; to the extent
繭,ケン,まゆ きぬ,cocoon
麿,,まろ,I; you; (kokuji)
慢,マン,,ridicule; laziness
漫,マン,みがりに,cartoon; involuntarily; in spite of oneself; corrupt
魅,ミ,,fascination; charm; bewitch
巳,シ,み,sign of the snake or serpent; 9-11AM; sixth sign of Chinese zodiac
岬,コウ,みさき,headland; cape; spit; promontory
密,ミツ,ひそか,secrecy; density (pop); minuteness; carefulness
稔,ネン ジン ニン,みのる みのり,harvest; ripen
脈,ミャク,すじ,vein; pulse; hope
妙,ミョウ ビョウ,たえ,exquisite; strange; queer; mystery; miracle; excellent; delicate; charming
矛,ム ボウ,ほこ,halberd; arms; festival float
霧,ム ボウ ブ,きり,fog; mist
婿,セイ,むこ,bridegroom; son-in-law
盟,メイ,,alliance; oath
銘,メイ,,inscription; signature (of artisan)
滅,メツ,ほろびる ほろぶ ほろぼす,destroy; ruin; overthrow; perish
免,メン,まぬかれる まぬがれる,excuse; dismissal
模,モ ボ,,imitation; copy; mock
茂,モ,しげる,overgrown; grow thick; be luxuriant
妄,モウ ボウ,みだりに,delusion; unnecessarily; without authority; reckless
孟,モウ ボウ ミョウ,かしら,chief; beginning
猛,モウ,,fierce; rave; rush; become furious; wildness; strength
盲,モウ,めくら,blind; blind man; ignoramus
網,モウ,あみ,netting; network
耗,モウ コウ カウ,,decrease
黙,モク ボク,だまる もだす,silence; become silent; stop speaking; leave as is
紋,モン,,family crest; figures
匁,,もんめ め ひゃくめ,monme; 3.75 grams; (kokuji)
也,ヤ エ,なり か また,to be (classical)
耶,ヤ ジャ,か,question mark
弥,ミ ビ,いや や あまねし いよいよ とおい ひさし ひさしい わたる,all the more; increasingly
矢,シ,や,dart; arrow
厄,ヤク,,unlucky; misfortune; bad luck; disaster
訳,ヤク,わけ,translate; reason; circumstance; case
躍,ヤク,おどる,leap; dance; skip
靖,セイ ジョウ,やすんじる,peaceful
柳,リュウ,やなぎ,willow
愉,ユ,たのしい たのしむ,pleasure; happy; rejoice
癒,ユ,いえる いやす,healing; cure; quench (thirst); wreak
諭,ユ,さとす,rebuke; admonish; charge; warn; persuade
唯,ユイ イ,ただ,solely; only; merely; simply
佑,ユウ ウ,たすける,help; assist
幽,ユウ,,seclude; confine to a room
悠,ユウ,,permanence; distant; long time; leisure
憂,ユウ,うれえる うれい うい うき,melancholy; grieve; lament; be anxious; sad; unhappy
猶,ユウ ユ,なお,furthermore; still; yet
祐,ユウ ウ,たすける,help
裕,ユウ,,abundant; rich; fertile
誘,ユウ イウ,さそう いざなう,entice; lead; tempt; invite; ask; call for; seduce; allure
雄,ユウ,お- おす おん,masculine; male; hero; leader; superiority; excellence
融,ユウ,とける とかす,dissolve; melt
誉,ヨ,ほまれ ほめる,reputation; praise; honor; glory
庸,ヨウ,,commonplace; ordinary; employment
揚,ヨウ,あげる あがる,hoist; fry in deep fat
